Unnamed: 0,POS_sentence,POS_word,base,dep,freq,function,index_s,ld20,length,open,story,type,v_onset,word,xmax,xmin,local_freq,entropy,isV,isN,isC,is_key,is_key_and_C,duration,freq_binary,freq_quart,sc_onset,ivc_avg,Entropy_Roark,Surprisal_Roark,env_avg
931,ADJA,ADJA,satt,33.0,12.0,attr,32.0,1.8,0.49,4.0,5.0,low,16.16,sattes,16.65,16.16,0.00049505,9.33e-07,1,1,1,1,1,0.4899999999999984,1,4,467.7445,1.648619015819819,7.71,6.0089999999999995,0.8529625551762954
932,NN,N,Leben,34.0,6.0,obja,33.0,1.2,0.37,3.0,5.0,low,16.74,Leben,17.02,16.65,0.000742574,1.32e-06,0,1,1,1,1,0.37000000000000105,1,2,468.3245,1.6388995930255448,8.068,6.936,1.2951353681884885
933,VAFIN,V,haben,0.0,4.0,root,34.0,1.05,0.37,0.0,5.0,low,17.09,hatten,17.39,17.02,0.004950495,6.5000000000000004e-06,1,1,1,0,0,0.37000000000000105,0,2,468.6745,1.3712549097881201,6.0470000000000015,4.157,-0.0002225753622889208
934,APPR,PREP,zwischen,34.0,5.0,pp,35.0,1.85,0.32,0.0,5.0,low,17.75,zwischen,17.97,17.65,0.0014851489999999998,2.39e-06,0,0,0,0,0,0.3200000000000003,0,2,469.3345,2.515297102892277,6.109,5.473,0.3354406555696456
935,ART,ART,die,38.0,0.0,det,36.0,1.25,0.18,1.0,5.0,low,18.0,den,18.15,17.97,0.109653465,6e-05,0,0,0,0,0,0.17999999999999972,0,1,469.5845,2.470428742831772,5.377999999999999,0.25,1.3823145442451998
936,ADJA,ADJA,heilig,38.0,12.0,attr,37.0,2.4,0.53,2.0,5.0,low,18.24,heiligen,18.68,18.15,0.001732673,2.73e-06,1,1,1,0,0,0.5300000000000011,1,4,469.8245,0.3775929859606979,7.812,8.061,0.6480057631258377
937,NN,N,Buddhabild,35.0,22.0,pn,38.0,4.85,0.69,0.0,5.0,low,18.71,Buddhabildern,19.37,18.68,0.000247525,5.09e-07,0,1,1,1,1,0.6900000000000013,1,4,470.2945,-0.4848902387361405,6.11,1.609,0.0791023365314387
938,APPR,PREP,unter,35.0,5.0,kon,40.0,1.7,0.2,0.0,5.0,low,19.71,unter,19.91,19.71,0.002722772,3.98e-06,0,0,0,0,0,0.1999999999999993,0,2,471.2945,2.1197584546824824,6.7520000000000024,4.488,0.7643670909056103
939,ART,ART,die,43.0,0.0,det,41.0,1.25,0.23,1.0,5.0,low,19.94,den,20.14,19.91,0.109653465,6e-05,0,0,0,0,0,0.23000000000000045,0,1,471.5245,2.0614713915233165,6.011,1.169,0.8391092685056151
940,ADJA,ADJA,erzen,43.0,22.0,attr,42.0,2.3,0.56,2.0,5.0,low,20.14,erzenen,20.7,20.14,0.000247525,5.09e-07,1,1,1,0,0,0.5599999999999987,1,4,471.7245,0.5519769963645897,7.752999999999999,3.3560000000000003,0.8785863600895526
941,NN,N,Glockenreihe,40.0,30.0,pn,43.0,3.4,0.75,0.0,5.0,low,20.83,Glockenreihen,21.45,20.7,0.000247525,5.09e-07,0,1,1,1,1,0.75,1,4,472.4145,-0.3712889937979595,8.032,1.601,-0.030801926694402765
942,KON,KON,und,40.0,1.0,kon,44.0,1.45,0.14,0.0,5.0,low,21.83,und,21.97,21.83,0.048514851,3.63e-05,0,0,0,0,0,0.14000000000000054,0,1,473.4145,0.4950914551227597,6.721,0.213,0.6132092768135029
943,APPR,PREP,vor,44.0,4.0,cj,45.0,1.2,0.31,0.0,5.0,low,21.97,vor,22.28,21.97,0.002970297,4.28e-06,0,0,0,1,0,0.3100000000000023,0,2,473.5545,0.6623456768204704,6.965,3.1430000000000002,1.8376718599974837
944,ART,ART,die,47.0,0.0,det,46.0,1.25,0.2,1.0,5.0,low,22.31,den,22.48,22.28,0.109653465,6e-05,0,0,0,0,0,0.1999999999999993,0,1,473.8945,0.9613824843453364,5.692,2.069,1.3302809043051025
945,NN,N,Glasschrank,45.0,18.0,pn,47.0,3.95,0.95,0.0,5.0,low,22.58,Glasschränken,23.43,22.48,0.000247525,5.09e-07,0,1,1,0,0,0.9499999999999992,1,4,474.1645,0.08827351762022996,7.765,1.838,0.5779542734468889
946,ADJD,ADV,voll,34.0,8.0,pred,48.0,1.4,0.5,0.0,5.0,low,23.62,voll,24.12,23.62,0.0014851489999999998,2.39e-06,1,1,1,1,1,0.5,1,3,475.2045,0.6719288890637414,6.1670000000000025,7.854,1.2274747292382366
947,ADJA,ADJA,golden,50.0,14.0,attr,49.0,2.6,0.58,1.0,5.0,low,24.16,goldener,24.7,24.12,0.008663366,1.02e-05,1,1,1,0,0,0.5799999999999983,1,4,475.7445,1.3053065656295566,7.102,2.718,1.700635216541427
948,NN,N,Holzschnitzwerk,48.0,22.0,grad,50.0,5.4,1.05,0.0,5.0,low,24.7,Holzschnitzwerke,25.75,24.7,0.000247525,5.09e-07,0,1,1,0,0,1.0500000000000007,1,4,476.2845,0.4022989645285711,6.732,1.6,0.18204878065900093
949,KON,KON,und,48.0,1.0,kon,52.0,1.45,0.17,0.0,5.0,low,26.26,und,26.43,26.26,0.048514851,3.63e-05,0,0,0,0,0,0.16999999999999815,0,1,477.8445,2.072951233492022,6.348,0.172,0.11309203682635993
950,ADV,ADV,selbst,52.0,6.0,cj,53.0,2.6,0.39,0.0,5.0,low,26.43,selbst,26.82,26.43,0.000247525,5.09e-07,1,1,1,0,0,0.39000000000000057,1,2,478.0145,0.2882826637856799,7.237,4.803,0.9279566645251041
951,PPOSAT,ART,ihre,55.0,5.0,det,54.0,1.5,0.25,1.0,5.0,low,26.88,ihre,27.13,26.88,0.004455446,5.97e-06,0,0,0,0,0,0.25,0,2,478.4645,-0.1960684103593793,5.51,1.393,1.4575427899431797
952,NN,N,Notdurft,48.0,15.0,grad,55.0,3.55,0.8,0.0,5.0,low,27.24,Notdurft,27.93,27.13,0.000247525,5.09e-07,0,1,1,0,0,0.8000000000000007,1,4,478.8245,-0.3610625800822235,7.718,1.679,0.6756012140866543
953,APPR,PREP,an,34.0,4.0,pp,56.0,1.2,0.34,0.0,5.0,low,28.21,an,28.55,28.21,0.008415842,9.95e-06,0,0,0,0,0,0.33999999999999986,0,2,479.7945,-0.12253941958260813,6.445,3.1639999999999997,0.33793722953434996
954,ADJA,ADJA,golden,58.0,14.0,attr,57.0,2.9,0.59,1.0,5.0,low,28.61,goldenen,29.14,28.55,0.008663366,1.02e-05,1,1,1,1,1,0.5899999999999999,1,4,480.1945,-0.3047913134340981,5.98,10.5,0.9421805029984854
955,NN,N,Säulenschaft,56.0,20.0,pn,58.0,4.8,0.82,0.0,5.0,low,29.14,Säulenschäften,29.96,29.14,0.000247525,5.09e-07,0,1,1,1,1,0.8200000000000003,1,4,480.7245,-0.13985307575167288,7.644,1.6269999999999998,0.5537984797674346
956,VVINF,V,verrichten,0.0,13.0,root,59.0,1.75,0.53,0.0,5.0,low,30.06,verrichten,30.59,30.06,0.000247525,5.09e-07,1,1,1,0,0,0.5300000000000011,1,4,481.6445,-0.3258126123471686,5.399,9.676,-0.11009648581548674
957,VMFIN,V,dürfen,0.0,8.0,root,60.0,1.9,0.39,0.0,5.0,low,30.64,durften,30.98,30.59,0.000990099,1.7e-06,1,1,1,0,0,0.39000000000000057,1,3,482.2245,-0.10197420178584836,4.917,8.642999999999999,-0.4344365217228918
958,NE,N,Samir,2.0,15.0,subj,1.0,1.85,0.62,1.0,5.0,low,32.83,Samir,33.45,32.83,0.013861386000000002,1.47e-05,0,1,1,0,0,0.6200000000000045,1,4,484.4145,-0.5519624720932186,5.939,10.615,1.3315709046410926
959,VVFIN,V,wagen,0.0,11.0,root,2.0,1.7,0.51,0.0,5.0,low,33.52,wagte,33.96,33.45,0.00049505,9.33e-07,1,1,1,1,1,0.509999999999998,1,3,485.1045,0.4792063748249426,7.307,9.533999999999999,0.9156607666411772
960,PTKNEG,PTKNEG,nicht,2.0,3.0,adv,3.0,1.5,0.47,0.0,5.0,low,34.05,nicht,34.43,33.96,0.004455446,5.97e-06,0,0,0,1,0,0.4699999999999989,0,2,485.6345,0.1888744746590336,5.971,4.022,-0.2352042305060211
961,PRELS,PRO,die,0.0,0.0,root,5.0,1.25,0.16,0.0,5.0,low,34.49,die,34.59,34.43,0.109653465,6e-05,0,1,0,0,0,0.1600000000000037,0,1,486.0745,-0.24769018472638746,5.981,0.894,-0.3135511805823228
962,APPR,PREP,in,9.0,1.0,pp,6.0,1.7,0.17,1.0,5.0,low,34.59,in,34.76,34.59,0.019059406,1.87e-05,0,0,0,0,0,0.1699999999999946,0,1,486.1745,-0.6777123425873779,7.921,1.751,-0.15259342338201048
963,ADJA,ADJA,senfgelb,8.0,22.0,attr,7.0,3.85,0.84,2.0,5.0,low,34.76,senfgelben,35.6,34.76,0.00049505,9.33e-07,1,1,1,0,0,0.8400000000000034,1,4,486.3445,-0.4978056140888921,5.5429999999999975,3.4989999999999997,0.34335923090012455
964,NN,N,Mantel,6.0,11.0,pn,8.0,1.85,0.36,1.0,5.0,low,35.65,Mäntel,35.96,35.6,0.00049505,9.33e-07,0,1,1,0,0,0.35999999999999943,1,3,487.2345,-0.7075008937217572,8.218,1.6030000000000002,0.14466986444116348
965,ADJA,ADJA,gekleidet,0.0,12.0,root,9.0,4.2,0.8,0.0,5.0,low,36.03,gekleideten,36.76,35.96,0.000742574,1.32e-06,1,1,1,0,0,0.7999999999999972,1,4,487.6145,0.30238523986788596,7.3770000000000024,2.1959999999999997,0.13426457235058117
966,VVFIN,V,heiligen,0.0,11.0,root,11.0,2.4,0.98,0.0,5.0,low,37.17,heiligen,37.74,36.76,0.000247525,5.09e-07,1,1,1,0,0,0.980000000000004,1,3,488.7545,-0.2345944250562547,7.566,3.7960000000000003,0.19371145187099834
967,ADJA,ADJA,kahlköpfig,14.0,18.0,attr,13.0,5.6,0.83,1.0,5.0,low,37.8,kahlköpfigen,38.57,37.74,0.000247525,5.09e-07,1,1,1,0,0,0.8299999999999983,1,4,489.3845,-0.3926121298396132,7.1770000000000005,3.7510000000000003,0.4011321895493127
968,NN,N,Mönch,15.0,12.0,obja,14.0,1.9,0.42,1.0,5.0,low,38.63,Mönche,38.99,38.57,0.003960396,5.42e-06,0,1,1,0,0,0.4200000000000017,1,4,490.2145,-0.4906876336020606,6.437,11.27,0.06293454180487411
969,VVINF,V,anzureden,0.0,16.0,root,15.0,3.8,0.62,0.0,5.0,low,38.99,anzureden,39.61,38.99,0.000247525,5.09e-07,1,1,1,0,0,0.6199999999999974,1,4,490.5745,-0.6476378738605013,4.242,2.8089999999999997,-0.2566714984700485
970,ADV,ADV,auch,22.0,3.0,adv,17.0,1.2,0.36,1.0,5.0,low,40.28,auch,40.64,40.28,0.001237624,2.05e-06,1,1,1,1,1,0.35999999999999943,0,2,491.8645,0.21000381384753414,3.772,1.817,0.5453537239003443
971,PTKNEG,PTKNEG,nicht,22.0,3.0,adv,18.0,1.5,0.3,2.0,5.0,low,40.68,nicht,40.94,40.64,0.004455446,5.97e-06,0,0,0,1,0,0.2999999999999972,0,2,492.2645,0.5031011639788201,5.419,0.018000000000000002,0.11076377216713469
972,ART,ART,die,22.0,0.0,det,19.0,1.25,0.19,3.0,5.0,low,41.0,die,41.13,40.94,0.109653465,6e-05,0,0,0,0,0,0.1900000000000049,0,1,492.5845,-0.31046333496348466,3.9819999999999998,0.802,-0.416249630659116
973,ADJA,ADJA,klein,22.0,10.0,attr,20.0,1.7,0.62,4.0,5.0,low,41.3,kleinen,41.75,41.13,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.6199999999999974,1,3,492.8845,-0.3109013108086998,7.9289999999999985,6.037999999999999,0.39075962675595227
974,ADJA,ADJA,indisch,22.0,17.0,attr,21.0,2.2,0.58,5.0,5.0,low,41.75,indischen,42.33,41.75,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.5799999999999983,1,4,493.3345,-0.012567966676630623,7.6320000000000014,8.332,-0.07951576396486193
975,NN,N,Fräulein,0.0,11.0,root,22.0,2.9,0.52,0.0,5.0,low,42.33,Fräulein,42.85,42.33,0.00049505,9.33e-07,0,1,1,0,0,0.5200000000000031,1,3,493.9145,-0.025480492425999143,7.438,1.591,-0.16072501594131597
976,APPR,PREP,in,22.0,1.0,pp,23.0,1.7,0.26,0.0,5.0,low,43.27,in,43.53,43.27,0.019059406,1.87e-05,0,0,0,0,0,0.259999999999998,0,1,494.8545,-0.660017253609304,4.042,1.642,-0.21088646107170686
977,ADJA,ADJA,wei_seiden,25.0,24.0,attr,24.0,5.25,0.96,1.0,5.0,low,43.57,wei_seidenen,44.49,43.53,0.000247525,5.09e-07,1,1,1,0,0,0.9600000000000009,1,4,495.1545,0.7716362873350466,5.4510000000000005,3.395,0.8625498132397419
978,NN,N,Jacke,23.0,12.0,pn,25.0,1.35,0.56,0.0,5.0,low,44.59,Jacken,45.05,44.49,0.00049505,9.33e-07,0,1,1,1,1,0.5599999999999952,1,4,496.1745,0.5613669252287653,7.425,12.285,-0.07131121378719538
979,KON,KON,und,25.0,1.0,kon,26.0,1.45,0.14,0.0,5.0,low,45.22,und,45.36,45.22,0.048514851,3.63e-05,0,0,0,0,0,0.14000000000000054,0,1,496.8045,1.5486292168475988,3.326,0.08800000000000001,0.3488190165368719
980,ADJA,ADJA,schmal,29.0,13.0,attr,27.0,1.85,0.8,1.0,5.0,low,45.65,schmalen,46.16,45.36,0.000247525,5.09e-07,1,1,1,1,1,0.7999999999999972,1,4,497.2345,0.4254012981958748,7.492000000000001,10.222999999999999,0.1674852654623174
981,ADJA,ADJA,rotbraun,29.0,18.0,attr,28.0,3.4,0.94,2.0,5.0,low,46.34,rotbraunen,47.25,46.31,0.000247525,5.09e-07,1,1,1,0,0,0.9399999999999976,1,4,497.9245,-0.14306519620986738,7.193,4.09,0.6007469572479224
982,NN,N,Rock,26.0,10.0,cj,29.0,1.6,0.44,0.0,5.0,low,47.34,Röcken,47.69,47.25,0.000247525,5.09e-07,0,1,1,0,0,0.4399999999999977,1,3,498.9245,0.5435237121203659,6.456,1.591,-0.12911971953591309
983,PRELS,PRO,die,37.0,0.0,subj,31.0,1.25,0.16,1.0,5.0,low,48.03,die,48.15,47.99,0.109653465,6e-05,0,1,0,0,0,0.1599999999999966,0,1,499.6145,-0.2836474805484268,4.302,2.084,-0.1428770037689943
984,KOKOM,KOKOM,als,37.0,3.0,kom,32.0,1.25,0.27,2.0,5.0,low,48.15,als,48.42,48.15,0.004950495,6.5000000000000004e-06,0,0,0,0,0,0.2700000000000031,0,2,499.7345,-0.003112292857790141,7.03,2.9960000000000004,0.14638125945237737
985,NN,N,Verkäuferin,32.0,12.0,cj,33.0,5.45,0.92,2.0,5.0,low,48.42,Verkäuferinnen,49.34,48.42,0.000990099,1.7e-06,0,1,1,0,0,0.9200000000000016,1,4,500.0045,0.3605296749211872,6.245,1.69,-0.03227851148089717
986,APPR,PREP,hinter,37.0,7.0,objp,34.0,1.8,0.3,3.0,5.0,low,49.59,hinter,49.86,49.56,0.000990099,1.7e-06,0,0,0,1,0,0.2999999999999972,1,3,501.1745,0.542361381456426,6.5820000000000025,5.625,0.2669541343925305
987,ART,ART,die,36.0,0.0,det,35.0,1.25,0.23,4.0,5.0,low,49.9,den,50.09,49.86,0.109653465,6e-05,0,0,0,0,0,0.230000000000004,0,1,501.4845,1.1044495076183114,5.774,1.3159999999999998,-0.20748888563023885
988,NN,N,Blumentisch,34.0,20.0,pn,36.0,3.85,0.66,3.0,5.0,low,50.16,Blumentischen,50.75,50.09,0.000247525,5.09e-07,0,1,1,0,0,0.6599999999999966,1,4,501.7445,0.4115347232599905,7.74,1.775,-0.3520018655108357
989,VVFIN,V,stehen,29.0,6.0,rel,37.0,1.7,0.39,0.0,5.0,low,50.83,standen,51.14,50.75,0.002475248,3.68e-06,1,1,1,0,0,0.39000000000000057,1,2,502.4145,1.3406577933908894,6.251,6.2379999999999995,-0.437569968310938
990,PTKNEG,PTKNEG,nicht,3.0,3.0,adv,1.0,1.5,0.33,1.0,5.0,low,52.36,Nicht,52.56,52.23,0.004455446,5.97e-06,0,0,0,0,0,0.3300000000000054,0,2,503.9445,-0.6041290479972989,5.939,3.4410000000000003,-0.03916866795594275
991,ADV,ADV,einmal,1.0,6.0,adv,2.0,1.9,0.57,1.0,5.0,low,52.63,einmal,53.2,52.63,0.000247525,5.09e-07,1,1,1,0,0,0.5700000000000003,1,2,504.2145,-0.6818371431829694,3.372,3.122,0.5956853357416405
992,APPR,PREP,mit,0.0,2.0,root,3.0,1.45,0.21,0.0,5.0,low,53.24,mit,53.41,53.2,0.006930693000000001,8.53e-06,0,0,0,0,0,0.20999999999999366,0,1,504.8245,-0.4850733215261254,5.933,3.0389999999999997,-0.05308850202831654
993,ART,ART,die,6.0,0.0,det,4.0,1.25,0.2,1.0,5.0,low,53.45,den,53.61,53.41,0.109653465,6e-05,0,0,0,0,0,0.20000000000000284,0,1,505.0345,-0.6999970001793338,5.553999999999999,1.8840000000000001,-0.2017070897222303
994,ADJA,ADJA,leprakrank,6.0,24.0,attr,5.0,5.6,1.01,2.0,5.0,low,53.71,leprakranken,54.62,53.61,0.00049505,9.33e-07,1,1,1,0,0,1.009999999999998,1,4,505.2945,-0.6955077192436689,7.846,3.483,-0.12473293578105613
995,NN,N,Bettler,3.0,13.0,pn,6.0,2.1,0.4,0.0,5.0,low,54.65,Bettlern,55.02,54.62,0.00049505,9.33e-07,0,1,1,0,0,0.4000000000000057,1,4,506.2345,-0.7107184703934162,8.01,1.626,-0.2748139743317472
996,PRELS,PRO,die,15.0,0.0,subj,8.0,1.25,0.14,1.0,5.0,low,55.85,die,55.96,55.82,0.109653465,6e-05,0,1,0,0,0,0.14000000000000054,0,1,507.4345,-0.7432117459487124,5.6160000000000005,2.059,-0.03919617485488564
997,APPR,PREP,auf,15.0,2.0,pp,9.0,1.3,0.2,2.0,5.0,low,55.96,auf,56.16,55.96,0.014356436,1.51e-05,0,0,0,0,0,0.19999999999999574,0,1,507.5445,-0.2768905130135906,6.768,2.439,0.5224040731146574
998,ART,ART,die,11.0,0.0,det,10.0,1.25,0.23,3.0,5.0,low,56.19,den,56.39,56.16,0.109653465,6e-05,0,0,0,0,0,0.230000000000004,0,1,507.7745,0.29095271641685805,5.971,1.739,0.2497186181816036
999,NN,N,Treppenabsatz,9.0,17.0,pn,11.0,6.25,1.15,2.0,5.0,low,56.57,Treppenabsätzen,57.54,56.39,0.00049505,9.33e-07,0,1,1,1,1,1.1499999999999986,1,4,508.1545,0.2919476529683116,7.819,1.89,-0.020946878221107093
1000,ART,ART,die,14.0,0.0,det,12.0,1.15,0.19,3.0,5.0,low,57.57,der,57.73,57.54,0.109653465,6e-05,0,0,0,0,0,0.18999999999999773,0,1,509.1545,-0.3649021581766748,6.565,0.768,0.3626458885519926
1001,ADJA,ADJA,rot,14.0,11.0,attr,13.0,1.35,0.41,4.0,5.0,low,57.77,roten,58.14,57.73,0.001732673,2.73e-06,1,1,1,0,0,0.4100000000000037,1,3,509.3545,0.07548934740645882,8.076,7.756,-0.02119647678298768
1002,NN,N,Säulenstiege,11.0,30.0,gmod,14.0,4.45,0.81,2.0,5.0,low,58.14,Säulenstiege,58.95,58.14,0.000247525,5.09e-07,0,1,1,0,0,0.8100000000000023,1,4,509.7245,0.09697481403675058,7.519,1.6280000000000001,0.02023968984967196
1003,VVFIN,V,sitzen,6.0,9.0,rel,15.0,1.7,0.47,0.0,5.0,low,58.95,sa_en,59.42,58.95,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.4699999999999989,1,3,510.5345,-0.041305780902890964,7.025,7.096,-0.2536447980967163
1004,KON,KON,und,0.0,1.0,root,16.0,1.45,0.18,0.0,5.0,low,59.81,und,59.99,59.81,0.048514851,3.63e-05,0,0,0,0,0,0.17999999999999972,0,1,511.3945,1.5471331871243703,6.185,0.9279999999999999,-0.2022274302162712
1005,ART,ART,die,16.0,0.0,cj,17.0,1.25,0.15,0.0,5.0,low,60.02,die,60.14,59.99,0.109653465,6e-05,0,0,0,0,0,0.14999999999999858,0,1,511.6045,1.794483897784712,4.525,0.55,-0.2564857462791127
1006,ADJD,ADV,wei_,21.0,7.0,pred,18.0,1.0,0.53,1.0,5.0,low,60.29,wei_,60.67,60.14,0.000990099,1.7e-06,1,1,1,0,0,0.5300000000000011,1,3,511.8745,0.19656275695518954,7.836,7.6770000000000005,-0.03166666568899435
1007,APPR,PREP,von,21.0,2.0,pp,19.0,1.0,0.24,2.0,5.0,low,60.72,von,60.96,60.72,0.012376238,1.35e-05,0,0,0,0,0,0.24000000000000196,0,1,512.3045,-0.5536148150140174,6.5070000000000014,2.312,-0.04406071011980729
1008,NN,N,Aussatz,19.0,17.0,pn,20.0,2.35,0.61,2.0,5.0,low,60.96,Aussatz,61.57,60.96,0.000247525,5.09e-07,0,1,1,1,1,0.6099999999999994,1,4,512.5445,-0.5656823396164479,5.687,1.744,0.1352424510087357
1009,VAFIN,V,sein,0.0,4.0,root,21.0,1.45,0.54,0.0,5.0,low,61.65,waren,62.11,61.57,0.011386138999999998,1.26e-05,1,1,1,0,0,0.5399999999999991,0,2,513.2345,-0.6645972896925972,5.912999999999999,2.76,-0.1933872424251218
1010,KOKOM,KOKOM,als,0.0,3.0,root,23.0,1.25,0.225,0.0,5.0,low,62.25,als,62.475,62.25,0.004950495,6.5000000000000004e-06,0,0,0,0,0,0.22500000000000145,0,2,513.8344999999998,-0.3573223749630895,7.481,3.0060000000000002,0.630533062548185
1011,VAFIN,V,sein,0.0,4.0,root,24.0,1.5,0.405,0.0,5.0,low,62.57,wären,62.88,62.475,0.011386138999999998,1.26e-05,1,1,1,0,0,0.4050000000000011,0,2,514.1545,0.2948407732815849,6.131,2.972,1.1907098399400824
1012,PPER,PRO,sie,24.0,3.0,subj,25.0,1.25,0.12,0.0,5.0,low,62.88,sie,63.0,62.88,0.016831683,1.7e-05,0,1,0,0,0,0.11999999999999746,0,2,514.4645,0.2445653085835152,4.751,1.281,0.17306054954970523
1013,APPR,PREP,mit,28.0,2.0,pp,26.0,1.45,0.2,1.0,5.0,low,63.03,mit,63.2,63.0,0.006930693000000001,8.53e-06,0,0,0,0,0,0.20000000000000284,0,1,514.6145,0.6398702452929155,6.2,2.14,0.20488833999951522
1014,NN,N,Mehl,26.0,13.0,pn,27.0,1.55,0.36,1.0,5.0,low,63.26,Mehl,63.56,63.2,0.000247525,5.09e-07,0,1,1,0,0,0.35999999999999943,1,4,514.8445,0.1421537967470302,5.3610000000000015,1.8119999999999998,0.5086481391140882
1015,VVPP,V,bestreuen,24.0,17.0,aux,28.0,2.4,0.44,0.0,5.0,low,63.59,bestreut,64.0,63.56,0.000247525,5.09e-07,1,1,1,1,1,0.4399999999999977,1,4,515.1745,-0.5918452613850217,6.0329999999999995,2.718,-0.2304667047058154
1016,PTKNEG,PTKNEG,nicht,31.0,3.0,adv,30.0,1.5,0.39,1.0,5.0,low,64.76,nicht,64.99,64.6,0.004455446,5.97e-06,0,0,0,0,0,0.39000000000000057,0,2,516.3445,0.2410783013371592,5.814,0.018000000000000002,0.06548481816381954
1017,APPR,PREP,mit,39.0,2.0,pp,31.0,1.45,0.21,1.0,5.0,low,65.11,mit,65.26,65.05,0.006930693000000001,8.53e-06,0,0,0,0,0,0.210000000000008,0,1,516.6945,0.27586410362013003,5.997000000000001,2.843,0.11559284018334025
1018,ART,ART,die,33.0,0.0,det,32.0,1.25,0.35,2.0,5.0,low,65.32,den,65.61,65.26,0.109653465,6e-05,0,0,0,0,0,0.3499999999999943,0,1,516.9045,0.21816789515579185,5.479,1.767,0.10617448844620997
1019,NN,N,Niedrigste,31.0,18.0,pn,33.0,4.05,0.83,1.0,5.0,low,65.64,Niedrigsten,66.44,65.61,0.000247525,5.09e-07,0,1,1,1,1,0.8299999999999983,1,4,517.2245,0.510137360054607,7.858,7.33,-0.16323594403988131
1020,ADV,ADV,hier,33.0,6.0,adv,34.0,1.5,0.29,1.0,5.0,low,66.48,hier,66.73,66.44,0.00049505,9.33e-07,1,1,1,0,0,0.29000000000000625,1,2,518.0645,-0.5472573532691427,7.3889999999999985,5.4220000000000015,0.1516962985058382
1021,APPR,PREP,in,33.0,1.0,pp,35.0,1.7,0.16,1.0,5.0,low,66.73,in,66.89,66.73,0.019059406,1.87e-05,0,0,0,0,0,0.1599999999999966,0,1,518.3145,-0.17225804622455146,7.059,1.296,-0.25160698630177786
1022,ART,ART,die,38.0,0.0,det,36.0,1.6,0.23,2.0,5.0,low,66.92,dem,67.12,66.89,0.109653465,6e-05,0,0,0,0,0,0.230000000000004,0,1,518.5045,1.94526363945968,5.567,2.773,-0.16292371653054188
1023,ADJA,ADJA,golden,38.0,14.0,attr,37.0,2.9,0.57,3.0,5.0,low,67.17,goldenen,67.69,67.12,0.008663366,1.02e-05,1,1,1,0,0,0.5699999999999932,1,4,518.7545,2.812602596871652,8.062999999999999,10.822000000000001,0.40904314971130584
1024,NN,N,Heiligtum,35.0,14.0,pn,38.0,3.65,0.35,1.0,5.0,low,67.79,Heiligtum,68.04,67.69,0.00049505,9.33e-07,0,1,1,1,1,0.3500000000000085,1,4,519.3745,0.3876110090333798,7.83,11.607000000000001,0.012522976392841874
1025,VVFIN,V,wagen,24.0,11.0,kon,39.0,1.7,0.21,0.0,5.0,low,68.08,wagte,68.25,68.04,0.00049505,9.33e-07,1,1,1,1,1,0.20999999999999366,1,3,519.6645,0.5485711891989705,6.202000000000001,9.328,-0.517123420876426
1026,NE,N,Samir,39.0,15.0,subj,40.0,1.85,0.21,0.0,5.0,low,68.25,Samir,68.46,68.25,0.013861386000000002,1.47e-05,0,1,1,0,0,0.20999999999999366,1,4,519.8344999999998,1.314397761545823,4.35,10.831,-0.5501938766459223
1027,PRF,PRO,sie,44.0,3.0,obja,42.0,1.4,0.07,1.0,5.0,low,68.46,sich,68.53,68.46,0.016831683,1.7e-05,0,1,0,0,0,0.07000000000000739,0,2,520.0445,2.4420752039200773,7.086,0.013000000000000001,-0.6799639040687904
1028,PTKZU,PTKZU,zu,44.0,2.0,part,43.0,2.0,0.17,2.0,5.0,low,68.72,zu,68.78,68.61,0.010643564,1.2e-05,0,0,0,0,0,0.1700000000000017,0,1,520.3045,2.3064018304439067,5.59,3.4019999999999997,-0.6660121034832521
1029,VVINF,V,vergleichen,39.0,11.0,obji,44.0,1.85,0.37,0.0,5.0,low,68.78,vergleichen,69.15,68.78,0.000247525,5.09e-07,1,1,1,0,0,0.37000000000000455,1,3,520.3645,1.278844591909397,6.147,8.443,0.3513995968106786
1030,NN,N,Seufzend,2.0,18.0,subj,1.0,3.75,0.19,1.0,5.0,low,69.15,Seufzend,69.34,69.15,0.000247525,5.09e-07,0,1,1,0,0,0.18999999999999773,1,4,520.7345,0.32959697178361363,5.939,3.66,-0.16175389434563253
1031,VVFIN,V,gehen,0.0,7.0,root,2.0,1.65,0.09,0.0,5.0,low,69.37,ging,69.43,69.34,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.09000000000000341,1,3,520.9545,-0.1925737116698593,7.487999999999999,5.796,-0.0014805760180335414
1032,NE,N,Samir,2.0,15.0,objd,3.0,1.85,0.53,0.0,5.0,low,69.43,Samir,69.96,69.43,0.013861386000000002,1.47e-05,0,1,1,0,0,0.5299999999999869,1,4,521.0145,-0.5732450406079573,4.831,10.527000000000001,0.3106061140990668
1033,APPRART,PREP,an,2.0,4.0,pp,4.0,1.1,0.07,0.0,5.0,low,69.96,am,70.03,69.96,0.008415842,9.95e-06,0,0,0,0,0,0.07000000000000739,0,2,521.5445,-0.6300596272013838,7.109,5.7410000000000005,-0.5465818250454516
